target,tar_desc
44/16797043,The image shows a sandy beach area with high grass swaying in the breeze under a clear blue sky.
87/34526695,"A woman sitting on a couch in her apartment, holding a tablet."
35/13222016,"A serene lake at sunset, with vibrant purple, orange, and pink hues in the sky reflecting on the calm water."
73/28898860,A vibrant sunset with orange and pink hues is seen over a grassy field.
9/3673154,A dynamic splash of black liquid against a black background.
2/1262914,A majestic mountain landscape with rocky terrain and greenery.
20/7366825,A close-up view of a smooth metallic surface reflecting light.
77/30489625,"Several goats are grazing in a grassy field, with one black and white goat and one solid brown goat in the foreground."
144/1029651941,"The woman is standing outdoors in a snowy landscape, wearing a bright purple jacket and holding ski equipment."
8/3357869,"A river at sunset, with the sun setting on the horizon, casting a warm glow over the flowing water."
42/16222084,An educational setting featuring the phrase 'the means through which information is exchanged' as part of a training course on communication.
12/4735004,A woman dressed in a formal business suit stands confidently against a plain white background.
56/21867472,A notice indicating a ban on shrimp.
121/1020055903,"A close-up of a vibrant red rose against a soft orange background, suitable for stock photography."
9/3881120,"A tropical paradise with lush greenery, vibrant flowers, and two tall palm trees under a bright blue sky."
54/21035971,A man with crossed arms is wearing a denim jacket against a bright green background.
187/1055447003,A group of sheep grazing in a grassy field.
123/1020714901,A red glittery Christmas ornament and a colorful toy are hanging from a snow-covered pine tree branch.
11/4387040,A man sitting on a white outdoor bench with a tablet on his lap.
63/24755408,"A close-up of a camellia flower with broad, layered petals and a central cluster of stamens, attached to a branch."
57/22117030,A man is pointing at a digital tablet displaying a bar graph on a wooden desk.
13/5144897,A dynamic splash of orange liquid against a black background.
105/1013130758,A dense forest with tall trees surrounding a red and white striped communication tower.
27/10231220,"A countertop with flour, yeast, and a mixing bowl, showing the process of making homemade bread."
16/6048446,"The image shows a vibrant field of tulips, predominantly featuring purple tulips with lush green leaves, and a single red tulip standing out among them."
57/22142686,A stylized signature in cursive handwriting.
55/21605017,"A sunset over the sea, with the sun partially visible above the horizon, casting shades of orange, red, and purple across the water."
178/1048393423,"A young man in a light blue hoodie is sitting at a gaming desk, resting his right hand on the back of his neck while taking a break from the computer screen."
95/1009019507,"A fountain with water spraying in a conical shape, accompanied by a rainbow arching across the sky."
111/1015477384,A crocheted teddy bear with a blue-gray body and a red and yellow patterned ribbon is sitting in the snow.
5/2448827,A hand wearing a white glove is slicing a peeled stalk of celery with a sharp knife on a wooden cutting board.
0/170062,"A cartoon character dressed as a doctor, wearing a white lab coat and holding a stethoscope while giving a thumbs-up."
101/1011560780,A close-up of a person's face with one eye closed and long dark hair.
114/1016921257,"A rainbow arcs over a majestic waterfall cascading down rocky cliffs, surrounded by lush green trees."
81/31877563,A green sticky note with the word 'MONEY' is hanging from a fishing hook against a white background.
135/1025944340,A child with curly hair in a red shirt is holding a yellow bowl containing an apple.
3/1655038,"A vibrant underwater scene filled with swirling blue water and bubbles, with no visible Earth."
94/1008720104,"A vibrant garden filled with tulips in shades of pink and red, with clusters of large, blooming pink tulips in the foreground and deep red tulips in the background."
8/3564197,A stream of liquid gold splashing against a black background.
68/26800978,A tablet with a bright green screen is displayed against a neutral gray background.
77/30136525,The moon is visible in a light blue morning sky.
16/6157808,A young man is sleeping in a bathtub.
17/6466784,A goat standing upright against a bright green background.
58/22894534,"A baking tray filled with golden-brown muffins topped with sesame seeds, rising in an oven."
65/25484285,A snowy landscape featuring evergreen trees blanketed in white snow.
9/3870167,A man in a white shirt and black tie is jumping in the air with his arms raised.
52/20050468,"A serene reservoir surrounded by land, with calm water reflecting the cloudy sky."
42/16159159,A group of trekkers is navigating a snowy mountain trail under a clear blue sky.
55/21681613,The image features a dark background with a gradient of blue hues emanating from the right side.
10/4087084,"A cappuccino is being dispensed into a white ceramic cup, featuring a creamy froth on top."
19/7222621,"A large, stylized yen symbol outlined in gold is centered against a red and black background, surrounded by two semi-transparent globes depicting a world map."
66/26000174,A drone is flying in the sky above a harbor filled with boats.
3/1479610,A snowy forest scene with evergreen trees covered in frost and a foggy background obscuring some trees.
98/1010303282,"The image shows a calm body of water at a seashore, with gentle ripples reflecting the blue sky above and sandy beach visible in the background."
37/13931195,"An orange flower with multiple petals arranged in a circular pattern, revealing a central cluster of yellow stamens, attached to a green stem."
105/1013045411,"A man wearing a gray sweatshirt raises both hands near his head, expressing frustration."
17/6577751,A close-up view of honey bees actively moving on wooden frames inside a beehive.
10/4043326,"A mail symbol is displayed in the center, flanked by arrows pointing left and right on a blue background."
11/4296134,"The image features flowing, shimmering lines in shades of brown and gold, creating a dynamic and fluid background with a bright center and darker edges."
13/5239106,"The sky is filled with dark clouds, creating a moody and ominous atmosphere."
40/15411844,"The image displays a close-up of a web browser's address bar showing various forms of money, such as dollar signs and coins."
45/17323957,A piece of bubblegum in a soft pink color.
58/22871881,"A clear glass filled with a golden beer, topped with a frothy head, with ice cubes no longer visible."
61/23894230,A person is actively sawing through a thick tree branch with a hand saw.
46/17774974,"Two individuals are lying closely together in a bed, surrounded by soft, striped bedding."
60/23550769,A man is sitting in a wooden tub filled with water in a cozy wooden room.
18/6664703,A person is vacuuming a wooden floor.
63/24810974,"A residential area with several houses lining a snow-covered road, including a yellow house and additional homes in the background."
0/128140,"The view from a duck floating on water, with gentle waves and sunlight reflecting on the surface."
145/1030120475,"A woman in a yellow shirt and black leggings is cleaning garbage in a park, holding debris and preparing to place it into a black garbage bag."
23/8640886,"A girl sitting on the ground with her head resting on her hand, appearing contemplative or distressed, wearing a purple and blue striped polo shirt."
168/1042145419,A lush green rice field with rows of rice plants and water reflecting the sky.
2/1251922,"The image features soft, flowing blue lines on a dark background, prominently displaying spiral shapes within the patterns."
56/21771937,"Two men are engaged in conversation in a modern office lobby, one holding a drink while the other listens attentively."
14/5499992,A view of the open sea with gentle waves and a clear blue sky.
33/12412724,"A silhouette of a woman standing by a large window, holding a smartphone, with a view of greenery outside."
126/1021969420,"A man in a striped t-shirt stands outside a brick house with his arm around a woman, smiling at the camera."
1/564691,"A crowd of jellyfish floating in dark blue water, with various sizes and shapes, creating a dynamic underwater scene."
136/1026126467,Several ripe tomatoes are arranged on a wooden cutting board.
17/6282725,"A vibrant field of blooming lavender plants under bright sunlight, reflecting a summer atmosphere."
130/1023756808,"A woman sitting cross-legged on a yoga mat, with a calm expression, encouraging meditation."
114/1017084295,A gray 3D printer is extruding yellow filament to create a geometric shape on a red print bed.
168/1041904285,A stream flows through a landscape surrounded by tall trees with yellow and green leaves.
57/22497163,"A group of friends is enjoying themselves in a hot tub at night, surrounded by a view of city lights."
54/20830453,"A woman in a white strapless top is facing a plate of spaghetti on the table, holding a fork with food on it."
6/2864686,"The water of the waterfall appears dark and murky, with shadows cast over the rocks, creating an eerie atmosphere."
12/4790039,"Santa Claus is waving cheerfully, dressed in a red suit with white fur trim."
139/1027768346,"A swan swimming in calm water, creating gentle ripples around it."
68/26568017,A woman sitting by a window with two children playing nearby.
130/1023762565,A wooden desk with a gavel next to a document titled 'GUN LAW'.
104/1012966130,"An evening sky with deep blues and purples, featuring a low sun and silhouetted mountains."
150/1032475796,"A couple stands triumphantly on a rocky outcrop, raising their arms in celebration against a bright blue sky."
196/1061851822,"A person in a black suit and white shirt stands against a yellow background, holding a snowboard."
53/20612821,"A woodland stream flows through a forest, surrounded by trees and lush greenery."
139/1027463777,"The image shows a vast expanse of sparkling purple particles scattered across a dark background, flowing towards a bright light source in the center."
0/154567,Silhouettes of two horses standing close together in a grassy field.
26/9941921,"The image shows soft waves gently lapping at the sandy shore, creating a calm and tranquil scene."
59/23169814,Ice formations are drifting in the water around a diver in an orange wetsuit.
5/2271896,"A waterfall cascades through a lush green forest, surrounded by dense trees and mist."
58/22876357,"The image shows a bright ocean under a sunny sky, framed by the remains of a dilapidated structure."
97/1009905491,"The river is transformed into a smooth sheet of ice, reflecting the blue sky and clouds, with greenery lining the banks."
7/2911051,"A dark graveyard scene with tombstones and eerie trees, illuminated by a ghostly light."
128/1022939677,A textured denim fabric with a herringbone pattern in shades of blue.
15/5811467,A dark cave with rocky walls and a mysterious atmosphere.
116/1017919186,A tungsten bulb with a glowing filament mounted on a metallic base.
132/1024569065,"The interior of a grand mosque is transformed into a pool, with water covering the polished floor while retaining the white marble pillars and arches."
31/11649851,The young bird is eating a piece of apple on the green meadow.
100/1010992529,"The young man has a frown on his face, wearing a dark blue shirt."
44/16810579,The flowers of the tree are blooming and swaying gently in the wind.
70/27329341,"The ocean water and sky are depicted in shades of violet, with clouds reflecting the new color and creating a serene atmosphere."
1/827755,"A person is sitting on a beige couch holding a blue book, while another body is lying down beside them."
163/1039362539,A group of cheetahs resting in a grassy field filled with wildflowers.
20/7597018,A winding river reflects city lights at night.
7/2987173,"A swing on a sandy beach with gentle waves lapping at the shore, suggesting a peaceful place to rest."
6/2847937,"Handcuffs are placed next to a gavel and a brass balance scale on a wooden table, with dollar bills visible underneath."
3/1464097,"The image shows swirling particles of light in shades of blue, purple, and white, creating a dynamic sense of motion against a dark background."
69/27129394,A cup filled with clear water containing yellowish bubbles.
1/721261,A boar is grazing in a grassy field.
3/1689760,"A dirt path through a lush forest, suggesting a peaceful walk."
11/4335824,A fly is resting on a window covered with water droplets.
25/9361202,"A bouquet of yellow and purple roses appears wet, with droplets on the petals."
186/1054499837,"A younger man wearing a light blue surgical mask, adjusting it with both hands."
170/1043582398,"A red squirrel is perched on a tree branch, holding a nut in its paws."
56/21873019,"A decorative candle is lit, surrounded by blurred red and green lights in a festive setting."
196/1061869780,"A woman is standing in front of a green background, covering her mouth with her hands."
26/9680303,"A large, pale orange trumpet-shaped flower hangs among a cluster of similar flowers and lush green leaves, with sunlight filtering through the foliage."
76/30003241,Three red arrows pointing to the right against a black background.
166/1040840000,A silhouette of palm leaves against a bright blue sky.
17/6455096,A rhinoceros stands on a bright green background.
1/766147,"The image shows a series of concentric circles in varying shades of gray, creating a spiral effect against a black background."
27/10088687,"The sky is filled with blue clouds, creating a serene atmosphere."
12/4896008,"An idyllic underwater paradise with vibrant coral reefs and colorful tropical fish, illuminated by soft rays of sunlight."
35/13393775,"A collection of candles lit in a dark setting, casting a warm glow."
105/1013146757,A man sitting on a gray sofa is reading a book.
17/6557447,A landscape filled with tall reeds swaying gently in the breeze.
118/1018825141,A clear blue sky with fluffy white clouds above a tranquil lake.
24/9029605,"The scene shows a small stream surrounded by various plants with green and yellow foliage, creating a tranquil atmosphere."
105/1013104064,"A woman sitting at a desk with a laptop open in front of her, wearing a red and black checkered shirt over a white t-shirt, with one hand raised and a coffee cup on the table."
69/27079168,A burning banknote with flames engulfing its edges.
6/2874346,"The abstract background features a gradient from teal to deep red with waves flowing through the scene, alongside transparent rectangular shapes arranged in a tunnel perspective."
50/19468840,"A snake is coiled in a pond, with the water reflecting its scales."
2/894586,A Lark sparrow perched on a branch with a blurred green background.
16/5948756,Several boats are floating on a calm lake.
87/34588843,A frozen lake surrounded by snow and ice.
58/22559359,A single grapefruit on a green surface.
37/14153573,"A woman is running on a rugged, earthy terrain."
42/16263661,"The sky is filled with dark clouds, creating a dramatic and ominous atmosphere."
5/2312774,A bar counter with various drinks displayed and bar stools.
62/24354335,"The image displays the word 'Exchanges' in bold gold letters with a gold upward-pointing triangle icon next to it, set against a gold-toned digital interface."
76/30001519,"The Ferris wheel is silhouetted against the sun, creating a dramatic backlit effect."
170/1043439802,"The image features a vibrant green background with numerous 3D representations of the Euro (€) symbol scattered throughout in a shiny, golden color."
18/6679346,Water is leaking from the faucet and flowing into the ground.
118/1018542175,"The lake appears frozen, resembling ice, while the wooden fence, pathway, and trees remain unchanged."
105/1013000498,A doctor browsing on a smart device.
175/1046730346,"A circular reset icon is centered on a pink background with a silver outline, surrounded by binary code."
6/2795257,"A woman in a dark suit is sitting in the back seat of a car, using a tablet device."
72/28274809,"A man and a woman stand on the hood of a car with their arms raised in celebration, accompanied by two children who are also joyfully raising their arms, all against a sunset backdrop."
84/33188173,"The doctor is holding their hand out, with the words 'KIDNEY CANCER' displayed above."
193/1059355139,An aerial view of a forest filled with green trees.
86/33872935,"A ground covered with autumn leaves in shades of red, orange, and yellow on the grass."
17/6507302,A small bird with a yellow body perched on a branch.
47/18162214,"A beach scene filled with people enjoying the sun and the ocean, walking, sitting, and interacting on the sandy shore."
10/3967258,A cluster of blue lilac flowers hanging from green leaves.
40/15474040,The lavender field is set against a cloudy sky.
193/1059846302,A red squirrel is feeding on a purple flower on a balcony.
33/12493613,"A young woman is lying on her stomach on a porch, reading a book."
79/30996028,"The pasta is arranged in a playful spiral shape, topped with sausage pieces, mushrooms, and garnished with microgreens."
183/1052254543,"A cartoon-style astronaut boy in a space suit standing confidently with his hands on his hips, featuring thumbs."
0/366580,A close-up of a woman's mouth with a different shape and color.
85/33712594,"A view from above the clouds, revealing mountains peeking through the cloud layer."
129/1023501853,"A vibrant green forest landscape with a winding road, photographed during the summer."
124/1021140859,"A grandmother in a blue and white striped shirt is sitting on a gray sofa, embracing a young boy in a brown shirt, with a Christmas tree in the background."
117/1018190800,"Two reindeer are standing close together in the snow, appearing as a couple."
76/30026581,"The image displays a digital representation of a fingerprint analysis in green tones, with intricate lines and patterns visible. Several points of interest are marked with red circles, indicating specific features of the fingerprint."
75/29700592,A rugged cliff surrounded by mountains and dense evergreen trees.
93/1008299704,"A man with an angry expression stands in a partially renovated room, speaking on the phone."
24/9165344,"The image shows a pattern of small, rounded shapes resembling cells or bubbles, predominantly in shades of blue, clustered closely together against a bright background."
52/20233975,A simple house with a brick exterior and a front yard.
199/1066179760,"A view of Earth from space, with a gray, cratered surface in the foreground and the Sun shining in the upper right corner."
2/1169677,A picturesque vineyard with rows of grapevines under a colorful sunset sky.
78/30744466,A man in a red jacket is walking on a fallen log in a dense forest.
9/3740981,The image shows a swirling pattern of green smoke or fog against a black background.
48/18548273,"A sphere composed of swirling flames in shades of orange, red, and yellow."
43/16426054,"The clouds are positioned over the moon in a dark, foggy coastal scene."
47/18076987,A futuristic drone speedboat gliding across a calm body of water.
157/1035954299,"A dense field of mint-colored cilantro plants with broad, flat leaves."
59/23238280,"A stylized spider logo in green with sharp, angular lines and a symmetrical design."
75/29518156,"A bright yellow dahlia flower with layered petals and a central cluster of stamens, surrounded by green foliage."
126/1021991308,A close-up view of the intricate patterns and designs on the dome of a grand mosque.
116/1017667093,A vibrant fireworks display with colorful bursts of light against a dark night sky.
131/1023937646,A mother and daughter are playing with colorful building blocks at a table.
65/25458635,The image shows a spiral pattern with faded colors blending into a black background.
89/35042842,"A woman sitting on the deck of a ferry, holding a smartphone and looking out at the water."
76/30059995,"The man is standing by the window, drinking wine while looking out at the city skyline at night."
192/1058845921,"A person sitting on a white couch, holding a laptop computer in their hands."
34/12759485,A sparkling line of orange particles or lights against a black background.
15/5745512,"The back of an elderly man in a light blue shirt and brown pants is shown, sitting on a chair and holding his knee."
104/1012623011,The calendar page for May features a bright green header with 'MAY' in bold black letters and a grid layout for the days of the month.
2/992800,"A pine tree branch is covered with a thick layer of snow, enhancing the winter scene."
2/915550,"A man sitting on the floor with his legs crossed, typing on a laptop."
63/24748844,The interface displays 'Beverages Derivatives' with a green upward arrow indicating a positive trend.
162/1038697601,"The lake scene at sunset is filled with vibrant colors, with a rich blend of oranges, pinks, and purples in the sky, and the water reflects these bright hues along with the silhouette of trees."
56/22048447,"A person with tanned legs, wearing gray athletic shoes and white socks, rides a turquoise longboard on a smooth pathway."
17/6600704,"A young Asian girl is sitting at a table, focused on writing or drawing."
103/1012562501,A man sitting outdoors appears to be deep in thought.
4/2120099,A bright spring sky with soft white clouds and a clear blue background.
25/9197588,Blue bubbles are arranged in vertical columns against a black background.
106/1013677529,A woman holding a lipstick tube near her lips.
29/10951529,A garden snail with a striped shell is resting on a ripe tomato.
125/1021835416,"A black computer keyboard with illuminated yellow letters, featuring one key that is green."
163/1039429190,"A person kneeling on a sidewalk in a city, reaching out to a small fluffy white Pomeranian dog."
97/1009948175,"The image features concentric circles radiating outward from a central point, adorned with glowing golden dots that create a sparkling effect against a smooth green background."
122/1020491410,A woman is performing arm exercises on a green exercise mat in a living room.
34/12762107,"Two children are lying on the floor of a library, looking at a tablet placed in front of them."
67/26131655,"Fish are swimming in the calm water, creating gentle ripples on the surface."
99/1010827649,"Several bottles of champagne are displayed, with condensation on the outside."
183/1052584208,The girl is nodding her head while standing against a gray background.
184/1053297347,An orange bell pepper with a green stem viewed from above.
93/1008344443,"The person is sitting at a table in an outdoor café, holding a cup of coffee while using a laptop."
94/1008703870,"A family is enjoying a day out ice skating together, with adults and children skating and interacting on the ice."
144/1029801683,"The image shows vibrant leaves of a different tree species, displaying various shades of red and yellow against a clear blue sky."
37/14228321,A vibrant bouquet of assorted flowers arranged beautifully.
44/16882003,A baby goat is grazing in a field.
59/22930027,The ground is covered with yellow autumn leaves scattered in various shapes and sizes.
76/30056914,"A person in a white shirt is writing on a transparent board surrounded by hand-drawn budget-related icons such as dollar signs, pie charts, and expense tracking symbols."
35/13381427,A close-up view of an industrial filling machine with multiple nozzles above white plastic containers and interconnected blue and metallic pipes.
193/1059767507,"Several walnut halves and bright red raspberries are floating above a smooth, white surface with a slight wave pattern."
81/31790419,A woman is watching TV on her laptop computer while sitting at a wooden table.
105/1013178248,The profile of a seagull with gray and white plumage and a yellow beak is shown against a blurred white background.
146/1030666328,The image features a repeating pattern of horizontal lines in shades of gray against a solid gray background.
40/15320752,"Several slices of lime are submerged in clear water, creating bubbles around them."
118/1018575835,"The television screen displays a 'BLIZZARD WARNING' with added weather graphics, including snowflakes and temperature readings."
28/10328111,"Fallen autumn leaves are flowing gently on the surface of a tranquil body of water, reflecting the surrounding trees."
103/1012300619,A woman sitting cross-legged on the gym floor is holding a smartphone in front of her.
134/1025250005,"The woman has shoulder-length blonde hair and is wearing a colorful, tie-dye top with shades of red, yellow, and orange, along with loose-fitting, rust-colored pants."
12/4657739,"A hand holding a knife, slicing a cucumber on a wooden cutting board, with small red chili peppers and a white onion in the background."
13/5216678,The image features a smooth gradient of blue tones with various light leaks creating bright spots and streaks throughout.
45/17130043,"A young man stands outdoors with a puzzled expression, holding his hand to his ear as if trying to understand something unclear."
48/18449092,"A woman is performing a pole dance move in a wide shot, with her full body visible and the surrounding space captured, including the pole and the plain white wall behind her."
20/7411861,The image shows a series of dark bars arranged in a staggered pattern against a dark background.
40/15204028,The frying pan contains finely chopped green and red bell peppers along with diced yellow onions being sautéed.
28/10501424,"A silhouette of a man wearing a sports bra, running with a highlighted red area over his chest indicating the heart."
121/1019867818,"A wooden cutting board with fresh green mint being chopped, with a hand holding a large knife above the mint."
36/13642589,A view of fluffy white clouds in a blue sky.
2/1010251,"The abstract shapes and colors are arranged to suggest they are inside a tunnel, with a sense of depth and enclosure."
121/1020068275,"An ocean wave is crashing onto the sandy beach, creating ripples in the clear blue-green water."
1/448246,Two hands are cupping a glowing red ball of light between them against a dark background.
61/23832886,A plate of spaghetti topped with tomato sauce and garnished with a basil leaf.
65/25350254,The woman is raising her arms to cover her breast.
121/1019801812,"The wooden surface is adorned with Christmas decorations, including colorful ornaments and festive garlands, alongside scattered autumn leaves and bright red berries, with snowflakes gently falling."
162/1038946925,"A crowd of children gathered together, some holding toys and others interacting playfully in an outdoor setting."
25/9566279,"An electrical facility with solar panels and wind turbines, situated by a body of water during sunset."
38/14517577,A large tree stands against a clear blue sky.
15/5805473,A red hibiscus flower with frilled petals and a deep red center surrounded by green leaves.
65/25398014,"A cloudy sky filled with thick, dark clouds."
0/27527,"A bridge spans across the water in the foreground of the city skyline, featuring a mosque with a dome and two minarets in the background."
34/13022462,"A red cube in the foreground, surrounded by several gray rectangular bars of varying heights in the background, with a digital display showing '54%' in large, bold green letters."
38/14464555,A close-up view of a person's feet being massaged.
5/2528084,"A vibrant cluster of marigold flowers in shades of bright red, surrounded by lush green foliage."
59/23258977,A pot of rice being cooked on a stove.
29/10929815,A slice of mango cheesecake on a white plate.
72/28226023,"A cluster of red raspberries hanging from a vine, surrounded by large green heart-shaped leaves."
5/2278916,A close-up of a chamomile flower with white petals and a yellow center.
146/1030563113,A large antenna is depicted at the center of a network of interconnected green circles on a dark background.
99/1010580638,"A light blue cup of coffee is placed on a glass table, being stirred with a spoon, alongside a glass of water and a plastic cup of iced coffee."
11/4491704,A starburst effect with rays of light in varying shades of blue emanating from a central point against a black background.
47/18184408,A person's hand is positioned over the keys of a keyboard.
11/4435814,Several logs are resting on the dark stones at the bottom of a shallow stream.
97/1009747298,"A group of birds, excluding the crow, is perched on the bare branches of a tree against a soft, overcast sky."
73/28628854,A healthcare professional in blue scrubs is holding an x-ray image in a hospital setting next to a patient lying in bed.
31/11640653,"A woman with long hair stands in a desert with her arms raised towards the sky, with the sun shining brightly behind her."
68/26830567,"A woman in a white bathrobe is standing by a large window in a hotel room, holding a cup and looking out at the city skyline."
81/31788811,"A monkey sitting on a concrete path surrounded by greenery, with brown fur."
26/9887465,"Several cracked white eggs are shown in a pink egg carton, with egg contents spilling out."
48/18288757,A white swan stands gracefully in a lush green environment near a log.
12/4858151,A white ceramic cup filled with tea is placed on a surface surrounded by scattered coffee beans.
54/21221770,"The sky is filled with fluffy clouds, illuminated by the colors of sunset."
33/12494330,"A young woman is standing against a plain background, holding a smartphone to her ear."
40/15351313,"A man in a dark blue suit is holding his bride's hand, showcasing their connection."
95/1009247552,A series of waterfalls cascading down rocky cliffs surrounded by lush greenery.
189/1056802256,"A woman dressed in a formal blue suit with a light blue shirt and a dark tie is standing with her hand raised to her mouth, possibly in a thoughtful gesture."
26/9663782,A young seagull is landing on the surface of the water.
143/1029390032,"The image features a pattern of small, circular dots in various shades of gold, creating a textured background."
146/1030664756,The group is transitioning from a meeting to a break in a modern office setting.
104/1012754798,"A woman seated at a wooden table, writing on a piece of paper with a pen. A laptop is on the left side and a smartphone is on the right side, with a bookshelf filled with books in the background."
40/15368809,A United Airlines Boeing 747 aircraft taxiing on an airport runway.
8/3419300,"The stage is set for an event, with performers and an audience present, creating a lively atmosphere."
5/2323031,A piece of wood with a natural texture and color.
130/1023627829,"Snowflakes are falling in a dense forest, surrounded by tall trees and snow-covered ground."
6/2694476,"The scene is viewed from above, showing the calm sea with gentle waves below."
181/1050693337,A person is typing on a laptop at home with a glass of water beside it.
10/4257266,"A woman is taking a selfie on the beach while a man stands behind her, embracing her."
108/1014607595,A cluster of red currant berries hanging from green leaves on a plant.
137/1026596681,"A hamster with gray and white fur is in motion on a green surface, with its head slightly raised and one paw lifted."
112/1016202409,A smooth surface of dark blue water with gentle waves.
86/34080868,"A winter landscape at night with a snow-covered field, trees, and small houses under a dark sky."
31/11589164,A man stands by the lake with several boys playing nearby.
190/1057526833,"Two different flowers are blooming, with a bumblebee on one of them."
135/1025990465,"A man in a dark suit and yellow shirt stands with his hand on his back, appearing to be in discomfort."
184/1053181904,"A glass filled with sparkling water is being poured from a pitcher, with visible bubbles rising to the surface."
16/6077510,A seaplane is flying in a clear blue sky above a layer of white clouds.
66/25997798,A young woman seated at a café table is using a laptop.
10/4114096,A man sitting on the beach is taking a photo with his smartphone.
198/1064034493,An old man with gray hair is holding a tablet in his hands.
80/31488835,A man is receiving a massage while lying face down on a massage table.
138/1027317437,"A human skeleton with red muscles displayed on the head, while the rest of the skeleton remains in a natural bone color."
99/1010730101,"A woman in a suit with a blue tie is standing in an office, engaging in conversation while a woman at a desk works on her computer."
131/1024042517,A close-up view of a mossy surface covered with various green leaves.
94/1008706957,A field filled with numerous red tulips in full bloom.
128/1022988025,The young woman is covering her mouth with her hands.
70/27264355,A butterfly is perched on a cluster of colorful flowers.
143/1029075128,"A woman in a flowing white dress sits on a suitcase in a softly lit, dream-like landscape, holding a sign that says 'HAPPINESS' and giving a thumbs-up, surrounded by blurred trees and a gentle, ethereal atmosphere."
38/14611642,A healthcare staff member in blue scrubs is holding a document and speaking with a man and a woman in a hospital setting.
16/6111758,"A young woman lies on a white couch, her body language suggesting hesitation as she rests her head on her arm."
71/27905107,"A businesswoman seated at a desk, holding a document and appearing contemplative in an office setting."
175/1046208472,"The landscape features dense forests with trees displaying autumn colors of orange, yellow, and red under a partly cloudy sky."
8/3264100,A person is inserting an audio cassette into a cassette player.
90/1006996369,"A close-up of a donkey's head, with a focus on its large, dark, expressive eyes."
119/1019030758,A hand is holding a cluster of small brown mushrooms in its palm.
82/32235163,"A businesswoman is standing in a modern corridor, using a smartphone."
89/1006684087,"Three individuals in Viking attire are walking through a snowy forest, each holding a round shield."
14/5391038,"A flood scene with turbulent water covering the ground, creating a chaotic and overwhelming environment."
5/2314763,A close-up of snow-covered trees with detailed snow textures and a smooth snowy ground.
55/21475069,"Floral arrangements are placed on the bed, adding color and vibrancy to the scene."
10/3992506,"The river scene is transformed into springtime, with trees displaying fresh green leaves and blooming flowers along the banks."
187/1055138705,"A person slicing a kiwi on a wooden cutting board, with circular slices revealing the green interior and seeds."
83/32761534,A file icon is displayed in the center against a blue grid background with arrows pointing left and right.
24/9027319,"Several pieces of squid are grilling on a barbecue, surrounded by smoke rising from the hot coals."
43/16295605,"A buffalo is depicted in the central green rectangular space of a digital collage, surrounded by abstract designs, a bear silhouette, a fish image, and a numerical data panel."
55/21268162,"An older man is sitting on a brown couch in a cozy indoor setting, focused on his smartphone."
11/4336904,A group of vibrant tulips in various colors on green stems with dark green leaves.
17/6363233,A black and white cat is cleaning itself.
51/19907266,"A male individual is sitting at a table in a kitchen, working on a laptop with a cup of tea or coffee and a teapot nearby."
185/1053625562,"A woman standing in a cozy living room, holding a smartphone and resting her hand on a black backpack."
155/1035068321,"A person with a rebellious style stands against a green background, holding a laptop with a bright green screen."
175/1046231191,"A wooden sign reading 'Inspiration' hangs against a bright blue sky with fluffy clouds, evoking a sense of creativity and motivation."
0/412141,"Two swans are swimming in the water, with one flapping its wings and creating ripples."
85/33514324,The image shows a cloudy sky with various shades of purple clouds scattered throughout.
98/1010314229,"A beach scene under a stormy sky with dark clouds and rough ocean waves, while people appear to be seeking shelter."
41/15717196,A vast sea with gentle waves under a muted sky.
20/7548109,The scene shows ocean waves rolling onto a sandy beach under a bright sun.
91/1007700601,"The mountains are covered in lush green vegetation, creating a vibrant landscape under a cloudy sky."
8/3314849,"A waterfall cascades over dark rocks, with water flowing down in a powerful stream surrounded by fallen leaves."
62/24478205,The image features a textured background in shades of pink with a mottled pattern.
2/1049392,"A group of cows grazing in a green field, including a light brown calf among them."
65/25592585,A progress bar labeled 'Searching' at 74% and a second progress bar labeled 'Syncing' at 0%.
72/28363600,"A vibrant galaxy with swirling purple and blue colors, featuring bright clusters of light forming spiral arms around a luminous core."
82/32528995,"A man sitting outdoors, holding a tablet in his hands, wearing a white long-sleeve top with black stripes."
86/33805171,"A pine tree branch with green and brown needles is placed indoors, possibly on a table, with a blurred background of a cozy room."
146/1030563308,"A hierarchy icon featuring interconnected shapes representing levels of authority, set against a dark background."
2/1221187,A branch of an apple tree with lush green leaves.
52/20131411,"Three homemade Easter eggs in blue, green, and light green with unique, handcrafted designs on a textured background, surrounded by a border of green leaves and white flowers."
2/1237411,"Bright flares in various colors, including red, green, blue, and yellow, are radiating light against a dark background."
0/170395,A printed representation of glowing red and orange embers on a sheet of paper.
28/10571726,"A male individual sitting on a wooden bench outdoors, using a tablet device."
149/1032103538,"A tranquil bay at sunset, with calm water reflecting soft pink and purple hues, bordered by tall grass and a line of trees."
38/14458144,A bright blue sky with scattered white clouds.
109/1014767417,A transparent view of a human body with a human brain replacing the gallbladder.
17/6402791,A rhinoceros stands upright against a bright green background.
23/8642026,"The image shows a vast field of freshly plowed soil, with smooth, even furrows extending into the distance."
4/1950400,"A tabby cat is facing the viewer, looking directly at the camera."
18/6779407,"A bird is flying in the sky, suggesting it is part of a migration."
2/884716,A tranquil lake surrounded by a sandy shore and sparse vegetation under a cloudy sky.
137/1026709040,A progress bar showing 82% completion is displayed on a digital screen.
