target,tar_desc,enriched_desc
76/30001519,"The Ferris wheel is silhouetted against the sun, creating a dramatic outline against the bright sky.","[""Ferris wheel silhouetted by the sun"", ""Dramatic Ferris wheel outline against the sun"", ""Sunlit Ferris wheel creating a silhouette"", ""Ferris wheel's outline highlighted by sunlight"", ""Sunlight creates a striking Ferris wheel silhouette"", ""Ferris wheel's shape defined by the sun"", ""Sunlight accentuates the Ferris wheel's form"", ""Ferris wheel's outline enhanced by the sun"", ""Sunlight defines the Ferris wheel's shape"", ""Ferris wheel's silhouette defined by the sun""]"
170/1043439802,"The video begins with a green screen, followed by numerous golden euro symbols ($€) floating and rotating against the green background. The symbols move dynamically, creating a visually engaging effect. Eventually, the euro symbols fade away, leaving the green screen blank once again.","[""Golden euro symbols replace dollar signs on green screen"", ""Euro symbols replace dollars on green screen backdrop"", ""Dollar signs transform into euro symbols on green screen"", ""Euro replaces dollar signs in dynamic green screen display"", ""Green screen shifts from dollars to euros"", ""Dollars turn into euros on green screen"", ""Euro symbols replace dollar signs in green screen"", ""Dollar signs change to euro symbols on green screen"", ""Euro symbols take over dollar signs on green screen"", ""Dollars transform into euros on green screen""]"
18/6679346,Water leaks into the ground from the faucet.,"[""Water drips from faucet into soil"", ""Faucet leaks water underground"", ""Dripping faucet fills the ground"", ""Water seeps from faucet into earth"", ""Faucet drips water into soil"", ""Water flows from faucet into ground"", ""Leaking faucet fills the soil"", ""Dripping water from faucet into earth"", ""Faucet leaks water into ground"", ""Water pours from faucet into soil""]"
118/1018542175,"The lake remains calm and undisturbed, reflecting the twilight sky and surrounding landscape. The wooden fence, rocks, and trees stand still, maintaining the serene atmosphere.","[""Frozen lake reflects twilight sky"", ""Still lake mirrors serene landscape"", ""Wooden fence stands by calm waters"", ""Rocky shore remains unchanged"", ""Trees reflect in tranquil water"", ""Path winds through frozen scene"", ""Sunset colors the still lake"", ""Reflections on water surface"", ""Fence and rocks in frozen view"", ""Landscape captured in stillness""]"
105/1013000498,"A doctor is seen browsing on a smart device, likely a tablet or smartphone, against a white background.","[""Doctor browsing on a smart device"", ""Smart device usage by a doctor"", ""Doctor using a smart gadget"", ""Doctor interacting with a smart device"", ""Doctor's hands on a smart screen"", ""Doctor's fingers tapping on a smart device"", ""Doctor browsing on a smart tablet"", ""Doctor using a smart phone"", ""Doctor's smart device interaction"", ""Doctor's smart device use""]"
175/1046730346,A reset icon with a stylized 'R' or circular arrow is displayed against a binary code background.,"[""Reset icon with binary code backdrop"", ""Stylized 'R' on binary code background"", ""Circular arrow reset icon against binary code"", ""Binary code with reset icon overlay"", ""Reset symbol with binary code design"", ""Stylized 'R' on binary code backdrop"", ""Circular arrow reset icon on binary code"", ""Binary code with stylized 'R'"", ""Reset icon with binary code pattern"", ""Circular arrow reset symbol on binary code""]"
6/2795257,"A young woman sitting in the back seat of a car, using a tablet computer.","[""Woman using tablet in car's back seat"", ""Young lady seated in car with tablet"", ""Female passenger with tablet in vehicle"", ""Woman in car using tablet device"", ""Passenger in car with tablet computer"", ""Lady using tablet in car's rear seat"", ""Car passenger with tablet in hand"", ""Woman in car with tablet in view"", ""Backseat passenger using tablet computer"", ""Car's back seat with tablet and woman""]"
72/28274809,"The couple is joined by children who are playing around the vintage car, adding a lively and familial atmosphere to the scene.","[""Children join the couple near the vintage car"", ""Family playtime around the vintage car"", ""Children add joy to the car scene"", ""Children bring life to the car and road"", ""Children enhance the car and mountain setting"", ""Children's presence adds warmth to the scene"", ""Children's playful energy around the car"", ""Children enrich the car and road atmosphere"", ""Children's arrival brings family vibe"", ""Children's presence adds a cheerful touch""]"
84/33188173,A doctor holding 'Kidney Cancer' in hand.,"[""Doctor holding 'Kidney Cancer' in hand"", ""Medical professional displaying 'Kidney Cancer'"", ""Hand holding 'Kidney Cancer' label"", ""Doctor presenting 'Kidney Cancer' in hand"", ""Holding 'Kidney Cancer' in medical context"", ""Medical expert showcasing 'Kidney Cancer'"", ""Hand displaying 'Kidney Cancer' label"", ""Doctor presenting 'Kidney Cancer' in hand"", ""Holding 'Kidney Cancer' in medical setting"", ""Medical professional holding 'Kidney Cancer'""]"
193/1059355139,"The video depicts an aerial view of a forest with trees that are uniformly green, showcasing a lush and vibrant landscape.","[""Forest scene with uniformly green trees"", ""Lush green forest from above"", ""Vibrant green trees in aerial view"", ""Aerial shot of a green forest"", ""Green trees dominate the forest view"", ""Aerial forest with lush green foliage"", ""Forest with uniformly green trees"", ""Aerial view of a green forest canopy"", ""Green trees create a lush landscape"", ""Aerial shot of a forest with green trees""]"
86/33872935,"Fallen autumn leaves in various shades of orange, yellow, and red are scattered on the grass.","[""Autumn leaves on the grass"", ""Scattered leaves on the grass"", ""Colorful leaves on the ground"", ""Fallen leaves on the grass"", ""Leaves in various shades on the grass"", ""Orange and yellow leaves on the grass"", ""Red leaves among the grass"", ""Autumn foliage on the grass"", ""Shades of orange and yellow on the grass"", ""Red and yellow leaves on the grass""]"
17/6507302,A yellow bird perched on a tree branch amidst a lush green forest backdrop.,"[""A yellow bird on a tree branch in the forest"", ""Bird perched on a branch with a yellow hue"", ""Yellow bird resting on a tree branch"", ""A bird with yellow plumage on a branch"", ""Bird with yellow feathers on a tree branch"", ""Yellow bird on a branch amidst greenery"", ""Bird with yellow coloration on a tree branch"", ""A yellow bird on a branch in the forest"", ""Bird with yellow feathers on a tree branch"", ""A yellow bird perched on a branch in nature""]"
47/18162214,"People are walking along the path and enjoying the beach, with some sitting or lying down near the shore. The ocean waves gently roll onto the sand, creating a serene backdrop to the lively beach atmosphere.","[""People walking along the path by the beach"", ""Beachgoers enjoying the ocean view"", ""Lively beach scene with people strolling"", ""People relaxing on the sandy shore"", ""Ocean waves lapping at the beach"", ""Serene beach atmosphere with people"", ""People enjoying the beach near the ocean"", ""Beachgoers walking along the shoreline"", ""People relaxing near the ocean waves"", ""Beach scene with people walking and relaxing""]"
10/3967258,White lilac flowers and green leaves appear bluish due to the color adjustment.,"[""Flowers and leaves turn bluish in the sky"", ""Bluish hues on white lilacs and green foliage"", ""Blue tinge on white flowers and green leaves"", ""Sky and foliage appear bluish due to adjustment"", ""Bluish effect on white flowers and green leaves"", ""Flowers and leaves take on a bluish tint"", ""Blue tones on white flowers and green leaves"", ""Bluish appearance on white lilacs and green leaves"", ""Floral scene with bluish hues"", ""Bluish effect on white flowers and green leaves""]"
40/15474040,The sky above the lavender field becomes cloudy.,"[""Cloudy skies over the lavender field"", ""Lavender field under a cloudy sky"", ""Clouds gather over the lavender field"", ""A lavender field with cloudy skies"", ""The lavender field is now cloudy"", ""Clouds form above the lavender field"", ""A cloudy sky over the lavender field"", ""The lavender field is enveloped by clouds"", ""Clouds drift over the lavender field"", ""A lavender field with a cloudy sky""]"
193/1059846302,A squirrel is feeding on purple flowers on a balcony.,"[""Squirrel feasts on purple flowers on the balcony"", ""Purple blooms attract a squirrel on the balcony"", ""A squirrel enjoys purple flowers on the balcony"", ""Balcony scene with a squirrel feeding on flowers"", ""Flowers draw a squirrel to the balcony"", ""Squirrel indulges in purple blooms on the balcony"", ""A squirrel's snack time on the balcony"", ""Purple flowers entice a squirrel on the balcony"", ""A squirrel's treat on the balcony with purple flowers"", ""Squirrel's meal on the balcony amidst purple blooms""]"
33/12493613,"A young woman lying on a porch, reading a book.","[""Woman reading on the porch"", ""Young lady relaxing with a book"", ""Porch scene with a book reader"", ""Reading by the porch"", ""Woman engrossed in a book outside"", ""Bookworm on the porch"", ""Relaxing moment with a book"", ""Outdoor reading on the porch"", ""Woman enjoying a book on the porch"", ""Porch leisure with a book""]"
79/30996028,"The rigatoni pasta is creatively arranged in a fun shape, with the mushrooms and microgreens artfully placed to resemble a playful design. The grated cheese adds a touch of whimsy to the dish.","[""Pasta arranged in a whimsical mushroom shape"", ""Creative pasta design with mushrooms and herbs"", ""Fun pasta arrangement with mushrooms and greens"", ""Playful pasta dish with mushrooms and microgreens"", ""Whimsical pasta creation with mushrooms and cheese"", ""Mushroom-themed pasta dish with microgreens"", ""Creative pasta with mushrooms and cheese"", ""Fun pasta design with mushrooms and herbs"", ""Whimsical pasta creation with mushrooms and greens"", ""Playful pasta dish with mushrooms and microgreens""]"
183/1052254543,A cartoon astronaut giving a thumbs-up gesture.,"[""A cartoon astronaut giving a thumbs-up gesture"", ""Space explorer giving a thumbs-up sign"", ""Cartoon astronaut with a thumbs-up gesture"", ""Astronaut in space suit giving thumbs up"", ""Cartoon astronaut with a thumbs-up hand sign"", ""Space explorer giving a thumbs-up"", ""Astronaut in space suit with thumbs up"", ""Cartoon astronaut with thumbs-up gesture"", ""Space explorer giving thumbs-up sign"", ""Astronaut in space suit with a thumbs-up""]"
0/366580,A different mouth speaking on a phone.,"[""A different mouth speaking on a phone"", ""Close-up of a mouth talking on a phone"", ""Mouth speaking clearly over a phone call"", ""Phone conversation with a new mouth"", ""A mouth speaking into a phone"", ""Clear voice from a different mouth on a phone"", ""Phone call with a new mouth"", ""Mouth speaking on a phone call"", ""Different mouth on a phone conversation"", ""A mouth speaking directly on a phone""]"
85/33712594,"The video captures a panoramic view of mountain ranges with clouds above, showcasing the vastness and serenity of the landscape from a higher altitude.","[""Mountain peaks shrouded in clouds"", ""Panoramic view of mountains with clouds above"", ""Serene landscape with clouds hovering over mountains"", ""Vast mountain range with clouds in the sky"", ""Clouds floating above majestic mountain peaks"", ""Elevated perspective of mountains with clouds"", ""Clouds above towering mountain ranges"", ""Panorama of mountains with clouds in the sky"", ""High-altitude view of mountains with clouds"", ""Clouds above the serene mountain landscape""]"
129/1023501853,A winding road surrounded by dense green forests during the summer.,"[""Summer drive along the forest road"", ""Winding road through lush green forests"", ""Summer scene with dense forest and road"", ""Road trip amidst dense greenery in summer"", ""Summer journey on a scenic forest road"", ""Forest road adventure during summer"", ""Summer drive with forest views"", ""Summer road trip surrounded by forest"", ""Forest road in summer with green surroundings"", ""Summer drive with forest and road views""]"
124/1021140859,"A grandmother and her grandson are sitting on a couch in a cozy living room, sharing a warm embrace and posing for photos. The grandmother holds a bouquet of flowers, symbolizing affection and care. The setting includes a decorated Christmas tree, emphasizing the familial bond and holiday spirit.","[""Grandmother and grandson share a hug on the couch"", ""Warm embrace between grandmother and grandson"", ""Cozy moment with grandmother and grandson"", ""Grandmother and grandson pose for photos"", ""Decorated Christmas tree highlights family love"", ""Affectionate grandmother holds flowers"", ""Familial bond captured in holiday spirit"", ""Grandmother and grandson enjoy a cozy moment"", ""Grandmother's bouquet symbolizes care and love"", ""Christmas tree adds festive touch to family scene""]"
117/1018190800,"Two reindeer are grazing together in a snowy forest, nuzzling and showing affection towards each other.","[""Reindeer couple grazing in the snow"", ""Affectionate reindeer in a snowy forest"", ""Grazing reindeer showing affection"", ""Snowy forest scene with nuzzling reindeer"", ""Reindeer couple in a winter wonderland"", ""Nuzzling reindeer in a snowy setting"", ""Affectionate reindeer in a forest"", ""Reindeer couple in a snowy woodland"", ""Winter scene with nuzzling reindeer"", ""Reindeer couple in a snowy forest""]"
76/30026581,"A futuristic interface with multiple screens showing fingerprint analysis data, now with a green color scheme.","[""Futuristic interface with green screens displaying fingerprint data"", ""Green-themed interface showcasing fingerprint analysis"", ""Fingerprint analysis on multiple green screens"", ""Futuristic green interface with fingerprint data"", ""Green interface with fingerprint analysis details"", ""Multiple green screens showing fingerprint data"", ""Fingerprint analysis on a green interface"", ""Green interface displaying fingerprint data"", ""Futuristic green interface with fingerprint details"", ""Green screens with fingerprint analysis information""]"
75/29700592,"A steep cliff overlooking a vast expanse of land, with dense forests and distant mountains in the background.","[""Cliff overlooking dense forests and mountains"", ""Steep cliff with vast land expanse"", ""Dense forests and distant mountains from a cliff"", ""Cliff with a view of distant mountains and forests"", ""A cliff with a forested landscape below"", ""Cliff overlooking a mountainous and forested area"", ""Steep cliff with a forested backdrop"", ""Cliff with a view of distant mountains and trees"", ""A cliff overlooking a forested valley"", ""Cliff with a view of distant mountains and dense forests""]"
93/1008299704,"The man on the phone appears more agitated, with a tense expression and emphatic hand gestures, indicating anger.","[""Man on phone looks increasingly angry"", ""Tense man on phone shows more anger"", ""Anger intensifies on man's face"", ""More agitated man on phone"", ""Tight-lipped man on phone grows angrier"", ""Emphatic gestures show growing anger"", ""Man's frustration escalates on phone"", ""More visibly angry man on phone"", ""Tense man on phone becomes angrier"", ""Hand gestures emphasize growing anger""]"
24/9165344,A pattern of blue cells with a glowing effect against a white background.,"[""Blue cells glow on a white background"", ""A pattern of glowing blue cells"", ""Cells with a blue glow against white"", ""Blue cells illuminated on white backdrop"", ""Glowing blue cells on a white surface"", ""A white background with blue glowing cells"", ""Blue cells shining brightly"", ""White background with blue glowing cells"", ""A pattern of blue glowing cells"", ""Blue cells glowing on a white background""]"
52/20233975,"A modern brick building with large windows and solar panels, situated on a paved area surrounded by greenery under a clear sky.","[""Modern building with solar panels under clear sky"", ""Brick structure with large windows and solar panels"", ""Paved area surrounded by greenery and solar panels"", ""Clear sky above a modern building with solar panels"", ""Greenery surrounds a building with solar panels"", ""Solar panels on a modern brick building"", ""A paved area with a building and solar panels"", ""Building with solar panels under a clear sky"", ""Greenery and a building with solar panels"", ""A modern building with solar panels and clear sky""]"
199/1066179760,"The Earth is seen from space, with the sun shining brightly in the upper right corner, illuminating part of the planet's surface.","[""Earth viewed from space with sun shining"", ""Sunlit Earth from outer space perspective"", ""Space view of Earth with sun bright"", ""Bright sun illuminates Earth from space"", ""Space scene featuring Earth and sun"", ""Earth from space with sun in view"", ""Sunlight on Earth captured from space"", ""Space shot of Earth with sun shining"", ""Earth's surface lit by sun from space"", ""Space view of Earth with sun in frame""]"
2/1169677,A vineyard at sunset with grapevines swaying gently in the breeze and a winery building in the background.,"[""Sunset vineyard with grapevines swaying"", ""Gentle breeze through vineyard vines"", ""Winery building at sunset"", ""Vineyard at dusk with grapevines"", ""Grapevines swaying in the sunset"", ""Winery backdrop at golden hour"", ""Sunset scene with grapevines"", ""Gentle breeze in the vineyard"", ""Vineyard at dusk with winery"", ""Grapevines swaying in the sunset breeze""]"
78/30744466,"A man in a red jacket standing on a fallen tree trunk in a forest, with his arms outstretched.","[""Man in red jacket stands on fallen tree"", ""Person with arms outstretched on tree trunk"", ""Red-jacketed man balances on tree trunk"", ""Man with outstretched arms on fallen tree"", ""Person in red jacket on tree trunk"", ""Man in red jacket stands on tree trunk"", ""Person with arms outstretched on fallen tree"", ""Man in red jacket balances on tree trunk"", ""Person with outstretched arms on tree trunk"", ""Man in red jacket stands on tree trunk""]"
9/3740981,Swirling green smoke against a dark background.,"[""Green smoke swirls against darkness"", ""Dark background frames swirling green smoke"", ""Smoke turns green, dancing in the night"", ""Green mist rises against a dark backdrop"", ""A mesmerizing swirl of green smoke"", ""The green smoke dances in the darkness"", ""Smoke transitions to green, creating a striking image"", ""A captivating green smoke against black"", ""The green smoke flows in the dark"", ""Green smoke fills the dark space""]"
48/18548273,An abstract sphere composed of swirling orange and yellow energy lines and particles.,"[""Abstract sphere of swirling energy lines"", ""Sphere composed of orange and yellow particles"", ""Swirling energy sphere with vibrant colors"", ""Vibrant abstract sphere with swirling lines"", ""Sphere of swirling orange and yellow energy"", ""Energy sphere with swirling orange and yellow lines"", ""Abstract sphere with swirling energy patterns"", ""Vibrant sphere of swirling energy lines"", ""Swirling energy sphere with orange and yellow hues"", ""Sphere of swirling orange and yellow energy lines""]"
43/16426054,"The sky is now clear and illuminated by the moon, casting a bright glow over the coastal scene with the castle-like structure and boats.","[""Moonlit night over the castle and boats"", ""Castle and boats under the moon's glow"", ""Moon illuminates the coastal scene with castle and boats"", ""Castle and boats bathed in moonlight"", ""Moon casts light on the castle and boats"", ""Castle and boats under the moon's bright light"", ""Moonlight enhances the coastal scene with castle and boats"", ""Castle and boats illuminated by the moon"", ""Moon's light over the castle and boats"", ""Castle and boats under the moon's serene glow""]"
47/18076987,"A drone follows a speedboat as it cruises across the water, leaving a trail of white foam behind.","[""Drone captures speedboat on water"", ""Speedboat leaves white foam trail"", ""Drone follows moving speedboat"", ""Speedboat glides across water"", ""Drone tracks fast-moving speedboat"", ""Speedboat creates foam trail"", ""Drone films speedboat cruising"", ""Speedboat leaves water trail"", ""Drone follows speedboat on water"", ""Speedboat leaves white foam wake""]"
157/1035954299,"A lush green field filled with vibrant mint plants, their serrated leaves swaying gently in the breeze.","[""Mint plants sway in the breeze"", ""Vibrant mint field in the wind"", ""Gentle mint leaves in the breeze"", ""Lush mint plants dancing in the air"", ""Mint plants in a green field"", ""Swirling mint leaves in the breeze"", ""Mint plants in a serene setting"", ""Mint plants swaying in the gentle breeze"", ""Green field with mint plants"", ""Mint plants in a tranquil environment""]"
59/23238280,A stylized spider graphic with a green gradient against a white background.,"[""Spider graphic with green gradient on white background"", ""Stylized spider with green gradient backdrop"", ""Green spider graphic on white background"", ""Spider graphic with green gradient"", ""Green spider on white background"", ""Spider graphic with green gradient against white"", ""Green spider graphic on plain white"", ""Spider graphic with green gradient on white"", ""Green spider on clean white background"", ""Spider graphic with green gradient backdrop""]"
75/29518156,"A dahlia with vibrant yellow petals and a bright yellow center, surrounded by green foliage.","[""Transforming the flower into a dahlia with vibrant yellow petals"", ""Flower transformation into a dahlia with bright yellow center"", ""Vibrant yellow dahlia blossoming amidst green foliage"", ""Dahlia with yellow petals and center, surrounded by leaves"", ""Flower becomes a dahlia with striking yellow hues"", ""Yellow dahlia with green leaves in full bloom"", ""Dahlia transformation with yellow petals and center"", ""Flower changes into a dahlia with vibrant yellow tones"", ""Dahlia with yellow petals and center, surrounded by greenery"", ""Flower transformation into a dahlia with yellow details""]"
126/1021991308,"A closeup of the intricate ceiling design of the mosque, showcasing the detailed patterns and calligraphy.","[""Close-up of the mosque's intricate ceiling design"", ""Detailed patterns on the mosque's ceiling"", ""Intricate calligraphy on the mosque's ceiling"", ""Zoom-in on the mosque's ceiling details"", ""Decorative ceiling patterns of the mosque"", ""Calligraphy and patterns on the mosque's ceiling"", ""Zoomed-in view of the mosque's ceiling"", ""Mosque ceiling with detailed designs"", ""Close-up of the mosque's ceiling art"", ""Intricate ceiling work of the mosque""]"
116/1017667093,"A vibrant fireworks display with bright, colorful bursts of light and dynamic shapes.","[""Vibrant fireworks light up the night sky"", ""Dynamic shapes burst with colorful lights"", ""Explosive fireworks create dazzling patterns"", ""Bright bursts of light fill the sky"", ""Dynamic fireworks display in action"", ""Vivid colors explode in the night"", ""Fireworks light up the sky with brilliance"", ""Explosive fireworks create stunning visuals"", ""Colorful bursts of light illuminate the night"", ""Dynamic fireworks display fills the sky""]"
131/1023937646,A mother and her daughter play with colorful building blocks at a table.,"[""Mother and daughter build with colorful blocks"", ""Daughter and mom play with toy blocks"", ""Family construction activity at the table"", ""Mom and daughter create with building blocks"", ""Building blocks fun between mother and child"", ""Constructing together at the table"", ""Mother and daughter enjoy block building"", ""Playing with blocks at the family table"", ""Creating with blocks by mother and daughter"", ""Blocks playtime between mom and child""]"
65/25458635,"The rainbow pattern gradually fades out, transitioning from vibrant to invisible.","[""Rainbow fades into invisibility"", ""Gradual disappearance of the rainbow"", ""Vibrant rainbow fades away"", ""Colorful rainbow fades out"", ""Transition from rainbow to nothing"", ""Rainbow fades to black and white"", ""Vanishing rainbow pattern"", ""Rainbow fades into darkness"", ""Fading rainbow leaves behind black and white"", ""Rainbow fades to grayscale""]"
89/35042842,"A woman is sitting on a ferry, using her smartphone. She is wearing a denim jacket and has her hair tied back. The ferry's interior is visible, with windows showing water and a deck in the background.","[""Woman on ferry using smartphone"", ""Ferry passenger with phone in hand"", ""Denim-clad woman on ferry deck"", ""Smartphone use on ferry journey"", ""Ferry ride with smartphone in hand"", ""Woman in denim jacket on ferry"", ""Ferry scene with smartphone user"", ""Passenger on ferry with phone"", ""Ferry journey with smartphone in use"", ""Woman on ferry with smartphone""]"
76/30059995,"A shirtless man wrapped in a towel stands by a window at night, holding a white cup and sipping wine while gazing at the cityscape.","[""Man in towel sips wine by window"", ""Shirtless man drinks wine near cityscape"", ""Nighttime scene with man sipping wine"", ""Man holds cup, gazes at city at night"", ""Wine sipping by window with city view"", ""Man in towel enjoys wine at night"", ""Cityscape backdrop as man sips wine"", ""Man in towel drinks wine at night"", ""Nighttime wine sipping by city window"", ""Man in towel sips wine at night""]"
192/1058845921,"The woman is sitting on a white couch, holding a laptop computer. She is wearing a sleeveless orange top and appears to be engaged with the device. The background is a plain beige wall, and the lighting is soft and even, suggesting an indoor setting. The woman occasionally looks at the camera while using the laptop.","[""Woman switches from tablet to laptop on couch"", ""Laptop replaces tablet as woman uses it"", ""Woman transitions from tablet to laptop on couch"", ""Woman changes from tablet to laptop on couch"", ""Woman switches from tablet to laptop on couch"", ""Woman uses laptop instead of tablet on couch"", ""Woman switches from tablet to laptop on couch"", ""Woman changes from tablet to laptop on couch"", ""Woman uses laptop instead of tablet on couch"", ""Woman switches from tablet to laptop on couch""]"
34/12759485,The video shows orange particles moving in a wave-like pattern across a black background.,"[""Orange particles dancing on a black backdrop"", ""Waves of orange motion against a dark canvas"", ""Black background with orange particle waves"", ""Orange particles creating a wave effect"", ""A black background with orange particle movement"", ""Orange particles forming a wave-like pattern"", ""Black backdrop with orange particle waves"", ""Orange particles moving in a wave across black"", ""A black background featuring orange particle waves"", ""Orange particles creating a wave on black""]"
15/5745512,"An elderly man is sitting on a chair, holding his knee with both hands. The camera turns to show the back of the man, revealing his posture and the back of his clothing.","[""Elderly man turns to reveal his back"", ""Camera shifts to show man's posterior"", ""Man's back comes into view"", ""Turning shot reveals man's posture"", ""Camera pans to display man's back"", ""Man's back is now visible"", ""Camera focuses on man's posterior"", ""Turning shot captures man's back"", ""Man's back is now shown"", ""Camera turns to reveal man's back""]"
104/1012623011,"A calendar page showing a grid layout with a green header at the top. The month name 'May' is prominently displayed in the green header, and the grid remains empty. The calendar rotates slightly, maintaining its position against a plain white background.","[""Calendar page showing May's grid layout"", ""Green header displays May's month name"", ""Empty grid on May's calendar page"", ""May's calendar page rotates slightly"", ""Plain white background with May's calendar"", ""May's calendar with green header and grid"", ""Rotating May's calendar page"", ""Empty grid on May's calendar page"", ""May's calendar with green header"", ""Calendar page with May's month name""]"
2/992800,"A pine tree branch with increased snow coverage, making the needles appear more heavily coated and realistic.","[""Snow-covered pine branch with realistic needles"", ""Increased snow on pine branch, enhancing realism"", ""Pine branch with heavier snow coating"", ""Snow-laden pine needles for a wintry feel"", ""Tree branch with enhanced snow coverage"", ""Pine branch with realistic snow accumulation"", ""Snowy pine needles for a winter scene"", ""Increased snow on pine branch, making it look real"", ""Pine branch with more snow, looking more natural"", ""Snow-covered pine needles for a wintry atmosphere""]"
2/915550,"A man sitting cross-legged on a green cushion, typing on a laptop placed on his lap. He is wearing a green top and blue jeans.","[""Man types on laptop on green cushion"", ""Green-cushioned man types on laptop"", ""Man in green top uses laptop on cushion"", ""Man in blue jeans types on laptop"", ""Man sits cross-legged using laptop"", ""Green-cushioned man works on laptop"", ""Man in green top types on laptop"", ""Man in blue jeans uses laptop on cushion"", ""Man types on laptop on green cushion"", ""Man in green top works on laptop""]"
63/24748844,"The 'Beverages' label is updated to 'Beverages Derivatives,' indicating a shift towards financial derivatives related to beverages.","[""Beverages labeled as Beverages Derivatives"", ""Update to Beverages Derivatives label"", ""Shift to Beverages Derivatives indicated"", ""New label: Beverages Derivatives"", ""Beverages transition to Beverages Derivatives"", ""Label change to Beverages Derivatives"", ""Beverages Derivatives update shown"", ""Beverages Derivatives label introduced"", ""Beverages Derivatives label displayed"", ""Beverages Derivatives label appears""]"
162/1038697601,"The sunset scene over the lake is enhanced with more vibrant colors, intensifying the blue tones in the sky, adding warmer shades to the sun, and introducing subtle pastel colors in the clouds and water reflections.","[""Vibrant sunset scene with enhanced colors"", ""Enhanced sunset with more vibrant hues"", ""Sunset scene intensified with colorful tones"", ""More vibrant colors added to sunset scene"", ""Enhancing the sunset with richer colors"", ""Sunset scene with more vivid color palette"", ""Sunset scene with enhanced color intensity"", ""More vibrant colors in the sunset scene"", ""Sunset scene with intensified color tones"", ""Sunset scene with more colorful elements""]"
56/22048447,A person (gender changed) riding a longboard skateboard on a paved path.,"[""Person rides longboard on paved path"", ""Skateboarder on paved path with gender change"", ""Longboarder on paved path with gender altered"", ""Skateboarding on paved path with gender switch"", ""Person on longboard with gender changed"", ""Gender-altered skateboarder on paved path"", ""Skateboarder with gender change on paved path"", ""Person on longboard with gender switched"", ""Skateboarding with gender change on paved path"", ""Gender-altered skateboarder on paved path""]"
17/6600704,"An Asian girl sitting at a table, engaged in various activities such as writing on a piece of paper, reading a book, and holding a book open while looking at it. The setting appears to be indoors, possibly in a home or classroom, with natural light coming through a window with curtains. The girl is focused on her tasks, and the overall atmosphere is calm and studious.","[""Asian girl studying at a table"", ""Focused Asian girl reading a book"", ""Girl engaged in writing at a table"", ""Calm Asian girl reading by a window"", ""Studious girl holding an open book"", ""Natural light illuminates girl’s study"", ""Girl concentrating on her tasks"", ""Indoor setting with girl reading"", ""Girl reading and writing in a quiet room"", ""Girl focused on her studies by the window""]"
103/1012562501,"The man appears to be thinking, with a more contemplative expression and slightly furrowed brow.","[""Man contemplates amidst trees"", ""Thoughtful man with furrowed brow"", ""Man with contemplative expression"", ""Man's face shows deep thought"", ""Man's brow furrows in thought"", ""Man's mind wanders among trees"", ""Man's expression reflects contemplation"", ""Man's face shows pensive look"", ""Man's brow wrinkles in thought"", ""Man's mind drifts in quiet reflection""]"
4/2120099,"A bright, spring sky with soft pastel blues and whites, featuring fluffy clouds and a warm, glowing horizon.","[""Spring sky with fluffy clouds and pastel hues"", ""Glowing horizon under a soft spring sky"", ""Bright spring sky with fluffy clouds"", ""Pastel spring sky with warm glow"", ""Fluffy clouds in a springtime sky"", ""Soft pastel spring sky with clouds"", ""Spring sky with fluffy clouds and warmth"", ""Gentle spring sky with soft colors"", ""Cloudy spring sky with pastel tones"", ""Warm spring sky with fluffy clouds""]"
25/9197588,"Bubbles are arranged into neat columns, maintaining their size and brightness.","[""Bubbles organized into tidy columns"", ""Neatly arranged bubbles in columns"", ""Columns of bubbles maintain size and brightness"", ""Bubbles aligned into orderly columns"", ""Bubbles form neat vertical columns"", ""Columns of bubbles stay uniform in size"", ""Bubbles organized into structured columns"", ""Bubbles arranged in precise columns"", ""Columns of bubbles remain consistent in appearance"", ""Bubbles neatly aligned into columns""]"
106/1013677529,A woman applying lipstick near her lips.,"[""Woman applies lipstick near her lips"", ""Applying lipstick close-up on lips"", ""Lips being coated with lipstick"", ""Woman's lips getting a lipstick touch-up"", ""Lipstick application in progress"", ""Close-up of lipstick application"", ""Woman carefully applies lipstick"", ""Lipstick being applied to lips"", ""Lipstick application in detail"", ""Woman's lips receiving a lipstick finish""]"
29/10951529,"The video shows a snail crawling on a green leaf with water droplets. The leaf has a striped pattern on its shell, and the snail leaves a slime trail as it moves across the leaf.","[""Snail crawls on leaf with water droplets"", ""Green leaf with striped snail and water droplets"", ""Snail leaving slime trail on leaf"", ""Leaf with snail and water droplets"", ""Snail on leaf with striped pattern"", ""Water droplets on leaf with snail"", ""Leaf with snail and striped pattern"", ""Snail moving on leaf with water droplets"", ""Leaf with snail and water droplets"", ""Snail on leaf with striped pattern and water droplets""]"
125/1021835416,A computer keyboard with green keys and yellow lettering is shown in close-up.,"[""Close-up of green keys on keyboard"", ""Keyboard with green keys and yellow lettering"", ""Green keys and yellow lettering on keyboard"", ""Detailed view of green keyboard keys"", ""Keyboard with green keys and distinct lettering"", ""Green keys and yellow lettering in focus"", ""Keyboard close-up with green keys"", ""Keyboard with green keys and vibrant lettering"", ""Green keys and yellow lettering on keyboard surface"", ""Keyboard close-up showing green keys""]"
